ID,Obscure ID,Entity,Type,Account Subdomain,dashboard_url
19273,GNXE17ng,"Parallel Venture Capital, LP",Fund,pvc,https://pvc.decilehub.com/firm_admin/entities/GNXE17ng/dashboard
19240,EK4J04n4,SPO Ventures Fund,Fund,spo,https://spo.decilehub.com/firm_admin/entities/EK4J04n4/dashboard
19182,l8ybGjKZ,Pymut Fund,Fund,pymut,https://pymut.decilehub.com/firm_admin/entities/l8ybGjKZ/dashboard
19181,g8bpayNx,SPO Ventures Fund,Fund,spoventures,https://spoventures.decilehub.com/firm_admin/entities/g8bpayNx/dashboard
19180,3N9Xb2KJ,SUS Fund,Fund,sus,https://sus.decilehub.com/firm_admin/entities/3N9Xb2KJ/dashboard
19179,WnwbBBN4,Latam Bridge Capital Fund,Fund,latamcapital,https://latamcapital.decilehub.com/firm_admin/entities/WnwbBBN4/dashboard
19178,9KJX5YnZ,Latam Bridge Capital Fund,Fund,latambridge,https://latambridge.decilehub.com/firm_admin/entities/9KJX5YnZ/dashboard
19177,6N05Ljny,Latam Bridge Capital Fund,Fund,latambridgecapital,https://latambridgecapital.decilehub.com/firm_admin/entities/6N05Ljny/dashboard
19176,6NQ1djNr,- Fund,Fund,xxx,https://xxx.decilehub.com/firm_admin/entities/6NQ1djNr/dashboard
19175,gNrbA1N1,Elemental Structure Ventures Fund,Fund,elementalstructureventures,https://elementalstructureventures.decilehub.com/firm_admin/entities/gNrbA1N1/dashboard
19174,y8m4PdnW,Sarmo Ventures Fund,Fund,sarmo,https://sarmo.decilehub.com/firm_admin/entities/y8m4PdnW/dashboard
19143,WnWEL1KE,EarlyStageVC Fund,Fund,earlystagevc,https://earlystagevc.decilehub.com/firm_admin/entities/WnWEL1KE/dashboard
19142,9KRzG2Kp,Alda Group LLC Fund,Fund,laenan,https://laenan.decilehub.com/firm_admin/entities/9KRzG2Kp/dashboard
19141,OnYrmj8V,Krios Ventures Fund,Fund,krios,https://krios.decilehub.com/firm_admin/entities/OnYrmj8V/dashboard
19109,oNDlYXNR,Foresee Capital Partners Fund,Fund,foresee,https://foresee.decilehub.com/firm_admin/entities/oNDlYXNR/dashboard
19108,mnjVxOnL,Leapworld Venture Capital Fund,Fund,leapworldvc,https://leapworldvc.decilehub.com/firm_admin/entities/mnjVxOnL/dashboard
19075,gNrbadN1,Xora Ventures,Fund,xoraventures,https://xoraventures.decilehub.com/firm_admin/entities/gNrbadN1/dashboard
19042,9KRzDXKp,Arc of Impact Fund,Fund,arcofimpact,https://arcofimpact.decilehub.com/firm_admin/entities/9KRzDXKp/dashboard
19009,oNDlrANR,VNTR Fund,Fund,vntrfund,https://vntrfund.decilehub.com/firm_admin/entities/oNDlrANR/dashboard
18976,6NQ12QNr,VaanaVC Fund,Fund,vaanavc,https://vaanavc.decilehub.com/firm_admin/entities/6NQ12QNr/dashboard
18943,WnWEa7KE,"Greenwood and Cavalier Generations Fund, LP",Fund,greenwoodcavalier,https://greenwoodcavalier.decilehub.com/firm_admin/entities/WnWEa7KE/dashboard
18913,2nEmEXnZ,Ink to Inc. Ventures Fund,Fund,inktoincventures,https://inktoincventures.decilehub.com/firm_admin/entities/2nEmEXnZ/dashboard
18912,w8oQdpNq,Nomad Ventures Fund,Fund,nomadventures,https://nomadventures.decilehub.com/firm_admin/entities/w8oQdpNq/dashboard
18911,J8P2z7NA,Glenluna Ventures Fund,Fund,glenluna,https://glenluna.decilehub.com/firm_admin/entities/J8P2z7NA/dashboard
18910,BKVGm0N3,Flow Ventures,Fund,flowventures,https://flowventures.decilehub.com/firm_admin/entities/BKVGm0N3/dashboard
18877,6N05kGny,Great Canadian Venture Capital Fund,Fund,gcvc,https://gcvc.decilehub.com/firm_admin/entities/6N05kGny/dashboard
18844,7NaeDvND,Senses+ Ventures Fund,Fund,sensesplus,https://sensesplus.decilehub.com/firm_admin/entities/7NaeDvND/dashboard
18811,J8P2wPNA,"ZMNDS Ventures, a Series of Decile Start Fund, LP",Fund,4uv,https://4uv.decilehub.com/firm_admin/entities/J8P2wPNA/dashboard
18779,WnwbEdN4,Defense Capital Fund,Fund,defensecapital,https://defensecapital.decilehub.com/firm_admin/entities/WnwbEdN4/dashboard
18778,9KJXLBnZ,Crypto AI fund Fund,Fund,caif,https://caif.decilehub.com/firm_admin/entities/9KJXLBnZ/dashboard
18745,RneZkO8q,MassiveLab Fund,Fund,massivelab,https://massivelab.decilehub.com/firm_admin/entities/RneZkO8q/dashboard
18712,w8oQ9ONq,"Kemabonta Ventures, a Series of Decile Start Fund, LP",Fund,kemabontaventures,https://kemabontaventures.decilehub.com/firm_admin/entities/w8oQ9ONq/dashboard
18680,3N9X7AKJ,"Paul M. Wendee & Associates, LLC Fund",Fund,pmwassoc,https://pmwassoc.decilehub.com/firm_admin/entities/3N9X7AKJ/dashboard
18679,WnwbzMN4,Migr8 Capital Fund,Fund,migr8,https://migr8.decilehub.com/firm_admin/entities/WnwbzMN4/dashboard
18648,GNMGmM81,Africa Startup Factory Fund,Fund,africastartupfactory,https://africastartupfactory.decilehub.com/firm_admin/entities/GNMGmM81/dashboard
18647,zKq2VAN5,ZhongMei Capital Fund,Fund,zhongmeicapital,https://zhongmeicapital.decilehub.com/firm_admin/entities/zKq2VAN5/dashboard
18646,LnpbWkK4,Klyrox Ventures Fund,Fund,klyrox,https://klyrox.decilehub.com/firm_admin/entities/LnpbWkK4/dashboard
18613,2nEmgJnZ,Cassilly Capital Fund,Fund,cassillycapital,https://cassillycapital.decilehub.com/firm_admin/entities/2nEmgJnZ/dashboard
18580,3N9XGpKJ,New Creation Ventures Fund,Fund,newcreationventures,https://newcreationventures.decilehub.com/firm_admin/entities/3N9XGpKJ/dashboard
18514,2N3yVY8y,Acorn Capital Partners Fund,Fund,acorncap,https://acorncap.decilehub.com/firm_admin/entities/2N3yVY8y/dashboard
18481,g8bp0rNx,Grey Sheep Ventures Fund,Fund,greysheep,https://greysheep.decilehub.com/firm_admin/entities/g8bp0rNx/dashboard
18448,GNMGjL81,MVP 2 Beta Fund,Fund,mvp2beta,https://mvp2beta.decilehub.com/firm_admin/entities/GNMGjL81/dashboard
18415,3K5Q7xKQ,AI Ninja Ventures Fund,Fund,ninjaventures,https://ninjaventures.decilehub.com/firm_admin/entities/3K5Q7xKQ/dashboard
18382,l8yb0aKZ,Jaipur.VC Fund,Fund,jvc,https://jvc.decilehub.com/firm_admin/entities/l8yb0aKZ/dashboard
18349,L8Zb478O,unifund Fund,Fund,unifund,https://unifund.decilehub.com/firm_admin/entities/L8Zb478O/dashboard
18321,p8BRxZ8k,Lorien Accelerator Fund,Fund,lorien,https://lorien.decilehub.com/firm_admin/entities/p8BRxZ8k/dashboard
18320,g8g647nZ,"HC Growth Fund I, LP",Fund,helenacapital,https://helenacapital.decilehub.com/firm_admin/entities/g8g647nZ/dashboard
18318,PN7Xxon0,The Elleiance Network Fund,Fund,elleiance,https://elleiance.decilehub.com/firm_admin/entities/PN7Xxon0/dashboard
18317,zn10LeNo,United Force Capital LLC Fund,Fund,unitedforcecapital,https://unitedforcecapital.decilehub.com/firm_admin/entities/zn10LeNo/dashboard
18316,1NARxVnX,SmartYield VC Fund,Fund,smartyieldvc,https://smartyieldvc.decilehub.com/firm_admin/entities/1NARxVnX/dashboard
18283,08xbBZNW,Raise Health Fund,Fund,raisehealth,https://raisehealth.decilehub.com/firm_admin/entities/08xbBZNW/dashboard
18262,PN7XPkn0,PDF Fund,Fund,pdf,https://pdf.decilehub.com/firm_admin/entities/PN7XPkn0/dashboard
18261,zn10ZzNo,DreamBox Ventures Fund,Fund,dreambox,https://dreambox.decilehub.com/firm_admin/entities/zn10ZzNo/dashboard
18260,1NARprnX,Curvature Fund,Fund,curvature,https://curvature.decilehub.com/firm_admin/entities/1NARprnX/dashboard
18259,3K5QqgKQ,"Chief in Tech Capital, a Series of Decile Start Fund, LP",Fund,chiefintech,https://chiefintech.decilehub.com/firm_admin/entities/3K5QqgKQ/dashboard
18258,2N3yed8y,SIDER VC Fund,Fund,sider,https://sider.decilehub.com/firm_admin/entities/2N3yed8y/dashboard
18257,2nEmeWnZ,Latac Capital Fund,Fund,lataccapital,https://lataccapital.decilehub.com/firm_admin/entities/2nEmeWnZ/dashboard
18256,w8oQW0Nq,Tower Fund Fund,Fund,towerto,https://towerto.decilehub.com/firm_admin/entities/w8oQW0Nq/dashboard
18255,J8P2oBNA,Tenacious Ventures Fund,Fund,tenaciousventures,https://tenaciousventures.decilehub.com/firm_admin/entities/J8P2oBNA/dashboard
18254,BKVGyYN3,COsolve Fund,Fund,cosolve,https://cosolve.decilehub.com/firm_admin/entities/BKVGyYN3/dashboard
18253,oNDlaLNR,EUkairos Fund,Fund,eukairos,https://eukairos.decilehub.com/firm_admin/entities/oNDlaLNR/dashboard
18252,mnjVp0nL,ARC Capital Management Fund,Fund,arccapm,https://arccapm.decilehub.com/firm_admin/entities/mnjVp0nL/dashboard
18251,WN6XMO83,6igma Ventures Fund,Fund,6igmaventures,https://6igmaventures.decilehub.com/firm_admin/entities/WN6XMO83/dashboard
18250,yKvb3rKx,"Sonnerie VC, a Series of Decile Start Fund, LP",Fund,sonnerievc,https://sonnerievc.decilehub.com/firm_admin/entities/yKvb3rKx/dashboard
18218,PN7XZkn0,GoodFolio Ventures Fund,Fund,gfv,https://gfv.decilehub.com/firm_admin/entities/PN7XZkn0/dashboard
18217,zn10QzNo,HiveWorks Capital Fund,Fund,hiveworks,https://hiveworks.decilehub.com/firm_admin/entities/zn10QzNo/dashboard
18186,9KRzBRKp,Strand Ventures Fund,Fund,strandventures,https://strandventures.decilehub.com/firm_admin/entities/9KRzBRKp/dashboard
18185,OnYrB58V,Altrova Limited Fund,Fund,altrova,https://altrova.decilehub.com/firm_admin/entities/OnYrB58V/dashboard
18184,EK4J24n4,"Forgestart Capital, a Series of Decile Start Fund, LP",Fund,forgestart,https://forgestart.decilehub.com/firm_admin/entities/EK4J24n4/dashboard
18156,w8oQaANq,AAA-Invest Fund,Fund,aaa,https://aaa.decilehub.com/firm_admin/entities/w8oQaANq/dashboard
18155,J8P2lmNA,Wizenwelt Fund,Fund,wizenweltllp,https://wizenweltllp.decilehub.com/firm_admin/entities/J8P2lmNA/dashboard
18154,BKVGgWN3,Easy Capital Fund,Fund,easycapital,https://easycapital.decilehub.com/firm_admin/entities/BKVGgWN3/dashboard
18153,oNDlOPNR,"Mission Critical Ventures, a Series of Decile Start Fund, LP",Fund,missioncriticalventures,https://missioncriticalventures.decilehub.com/firm_admin/entities/oNDlOPNR/dashboard
18152,mnjVk9nL,EUKairos Fund I,Fund,eurokairos,https://eurokairos.decilehub.com/firm_admin/entities/mnjVk9nL/dashboard
18151,WN6X6y83,Lorien Ventures Fund,Fund,lorienventures,https://lorienventures.decilehub.com/firm_admin/entities/WN6X6y83/dashboard
18118,PN7XEpn0,Clear Ratio Capital Fund,Fund,clearratiocapital,https://clearratiocapital.decilehub.com/firm_admin/entities/PN7XEpn0/dashboard
18086,9KRzV2Kp,"Underway Ventures, a Series of Decile Start Fund, LP",Fund,underwayventures,https://underwayventures.decilehub.com/firm_admin/entities/9KRzV2Kp/dashboard
18085,OnYrJj8V,"GrayHair Venture Partners Fund I, LP",Fund,gvp,https://gvp.decilehub.com/firm_admin/entities/OnYrJj8V/dashboard
18052,mnjVbOnL,Ink to Inc. Ventures Fund,Fund,inktoinc,https://inktoinc.decilehub.com/firm_admin/entities/mnjVbOnL/dashboard
18025,kKkw6OKj,Refi Costa Rica Fund,Fund,reficostarica,https://reficostarica.decilehub.com/firm_admin/entities/kKkw6OKj/dashboard
18024,3nzb3Onm,"Aurexis Capital, a Series of Decile Start Fund, LP",Fund,aurexis,https://aurexis.decilehub.com/firm_admin/entities/3nzb3Onm/dashboard
18023,9nGG1dnm,Obsidian Ventures Fund,Fund,obsidianventures,https://obsidianventures.decilehub.com/firm_admin/entities/9nGG1dnm/dashboard
18022,0ndMa38A,Vibras Ventures Fund,Fund,puravidafund,https://puravidafund.decilehub.com/firm_admin/entities/0ndMa38A/dashboard
18021,p8BR4D8k,Inner Edge Capital Fund,Fund,inneredge,https://inneredge.decilehub.com/firm_admin/entities/p8BR4D8k/dashboard
18020,g8g6q0nZ,VenturePath Fund,Fund,venturepath,https://venturepath.decilehub.com/firm_admin/entities/g8g6q0nZ/dashboard
18019,yN2dpx8Q,S7S Capital Fund I,Fund,s7scapital,https://s7scapital.decilehub.com/firm_admin/entities/yN2dpx8Q/dashboard
17987,WnWERkKE,Party Ventures Fund,Fund,partyventures,https://partyventures.decilehub.com/firm_admin/entities/WnWERkKE/dashboard
17953,oNDlbANR,4 Point Ventures LLC Fund,Fund,fourpointventures,https://fourpointventures.decilehub.com/firm_admin/entities/oNDlbANR/dashboard
17920,g8g6D9nZ,Wearable Tech Ventures Fund,Fund,wearableai,https://wearableai.decilehub.com/firm_admin/entities/g8g6D9nZ/dashboard
17887,WnWE97KE,Seedlight Ventures Fund,Fund,seedlightventures,https://seedlightventures.decilehub.com/firm_admin/entities/WnWE97KE/dashboard
17856,w8oQQpNq,HTech Ventures,Fund,htechventures,https://htechventures.decilehub.com/firm_admin/entities/w8oQQpNq/dashboard
17855,J8P227NA,Soda Cap Ventures Fund,Fund,sodacap,https://sodacap.decilehub.com/firm_admin/entities/J8P227NA/dashboard
17854,BKVGG0N3,Founding.Health Fund,Fund,foundinghealth,https://foundinghealth.decilehub.com/firm_admin/entities/BKVGG0N3/dashboard
17823,9nGGGbnm,"Rythm Labs Venture Studio Fund I, a Series of Decile Start Fund, LP",Fund,rythmlabsventurestudio,https://rythmlabsventurestudio.decilehub.com/firm_admin/entities/9nGGGbnm/dashboard
17821,p8BRRr8k,Ganesan Capital Fund,Fund,ganesan,https://ganesan.decilehub.com/firm_admin/entities/p8BRRr8k/dashboard
17755,J8P23PNA,Hive Fund,Fund,hive,https://hive.decilehub.com/firm_admin/entities/J8P23PNA/dashboard
17725,kKkwGmKj,"Minfon Capital Fund I, a Series of Decile Start Fund, LP",Fund,mcf1,https://mcf1.decilehub.com/firm_admin/entities/kKkwGmKj/dashboard
17724,3nzb1Enm,Aya Capital Fund,Fund,ayacapital,https://ayacapital.decilehub.com/firm_admin/entities/3nzb1Enm/dashboard
17723,9nGGZDnm,SmartAI Fund,Fund,slava,https://slava.decilehub.com/firm_admin/entities/9nGGZDnm/dashboard
17722,0ndMQE8A,Terra Nova Venture Studio Fund,Fund,terranovavs,https://terranovavs.decilehub.com/firm_admin/entities/0ndMQE8A/dashboard
17689,RneZ4O8q,Zaha Capital Fund,Fund,zahacapital,https://zahacapital.decilehub.com/firm_admin/entities/RneZ4O8q/dashboard
17657,2nEmP1nZ,"xBuilders Fund II, LP",Fund,blockchainbuilders,https://blockchainbuilders.decilehub.com/firm_admin/entities/2nEmP1nZ/dashboard
17656,w8oQeONq,"xBuilders Fund II GP, LLC",General Partnership,blockchainbuilders,https://blockchainbuilders.decilehub.com/firm_admin/entities/w8oQeONq/dashboard
17624,3nzbwRnm,Pharmacy Innovator Fund,Fund,tag,https://tag.decilehub.com/firm_admin/entities/3nzbwRnm/dashboard
17623,9nGG9pnm,SAF Venture Capital Fund,Fund,saf,https://saf.decilehub.com/firm_admin/entities/9nGG9pnm/dashboard
17590,LnpbAkK4,Stable Ventures Fund,Fund,stable,https://stable.decilehub.com/firm_admin/entities/LnpbAkK4/dashboard
17524,3nzb7Gnm,"Eighty2 Ventures, a Series of Decile Start Fund, LP",Fund,eighty2ventures,https://eighty2ventures.decilehub.com/firm_admin/entities/3nzb7Gnm/dashboard
17458,2N3yxY8y,NovaRain Capital Fund,Fund,novarain,https://novarain.decilehub.com/firm_admin/entities/2N3yxY8y/dashboard
17427,3nOrbzN6,PAY DOTA Fund,Fund,paydota,https://paydota.decilehub.com/firm_admin/entities/3nOrbzN6/dashboard
17426,bnlyko8a,PAY DOTA GP,General Partnership,paydota,https://paydota.decilehub.com/firm_admin/entities/bnlyko8a/dashboard
17425,kKkwAkKj,PAY DOTA Management Company,Management Company,paydota,https://paydota.decilehub.com/firm_admin/entities/kKkwAkKj/dashboard
17397,oNDV6W8R,Forward Share Ventures Fund,Fund,forwardshare,https://forwardshare.decilehub.com/firm_admin/entities/oNDV6W8R/dashboard
17396,mnjR4knL,Forward Share Ventures GP,General Partnership,forwardshare,https://forwardshare.decilehub.com/firm_admin/entities/mnjR4knL/dashboard
17395,WN6YdoK3,Forward Share Ventures Management Company,Management Company,forwardshare,https://forwardshare.decilehub.com/firm_admin/entities/WN6YdoK3/dashboard
17394,yKvEBz8x,A Funds Fund,Fund,afunds,https://afunds.decilehub.com/firm_admin/entities/yKvEBz8x/dashboard
17393,L8Zzj58O,A Funds GP,General Partnership,afunds,https://afunds.decilehub.com/firm_admin/entities/L8Zzj58O/dashboard
17392,GNM9kLN1,A Funds Management Company,Management Company,afunds,https://afunds.decilehub.com/firm_admin/entities/GNM9kLN1/dashboard
17361,zn1xg1No,SidLax Fund,Fund,sidlax,https://sidlax.decilehub.com/firm_admin/entities/zn1xg1No/dashboard
17360,1NAJ9anX,SidLax GP,General Partnership,sidlax,https://sidlax.decilehub.com/firm_admin/entities/1NAJ9anX/dashboard
17359,3K5OzxnQ,SidLax Management Company,Management Company,sidlax,https://sidlax.decilehub.com/firm_admin/entities/3K5OzxnQ/dashboard
17331,gNrLWA81,4Point Ventures Fund,Fund,4pointventurez,https://4pointventurez.decilehub.com/firm_admin/entities/gNrLWA81/dashboard
17330,y8mEjx8W,4Point Ventures GP,General Partnership,4pointventurez,https://4pointventurez.decilehub.com/firm_admin/entities/y8mEjx8W/dashboard
17329,GNX6LP8g,4Point Ventures Management Company,Management Company,4pointventurez,https://4pointventurez.decilehub.com/firm_admin/entities/GNX6LP8g/dashboard
17328,PKLbAqn2,ThirdDay Ventures Fund,Fund,thirddayventures,https://thirddayventures.decilehub.com/firm_admin/entities/PKLbAqn2/dashboard
17327,3nO921K6,ThirdDay Ventures GP,General Partnership,thirddayventures,https://thirddayventures.decilehub.com/firm_admin/entities/3nO921K6/dashboard
17326,bnl36BNa,ThirdDay Ventures Management Company,Management Company,thirddayventures,https://thirddayventures.decilehub.com/firm_admin/entities/bnl36BNa/dashboard
17295,WN6YwzK3,Base5 Capital Fund,Fund,base5,https://base5.decilehub.com/firm_admin/entities/WN6YwzK3/dashboard
17294,yKvE148x,Base5 Capital GP,General Partnership,base5,https://base5.decilehub.com/firm_admin/entities/yKvE148x/dashboard
17293,L8Zzm78O,Base5 Capital Management Company,Management Company,base5,https://base5.decilehub.com/firm_admin/entities/L8Zzm78O/dashboard
17228,PKLb1Pn2,Imagine Future Fund,Fund,imagineventures,https://imagineventures.decilehub.com/firm_admin/entities/PKLb1Pn2/dashboard
17227,3nO9gVK6,"Imagine Ventures GP II, LLC",General Partnership,imagineventures,https://imagineventures.decilehub.com/firm_admin/entities/3nO9gVK6/dashboard
17208,mnjRjQnL,Akai7 Fund,Fund,akai7,https://akai7.decilehub.com/firm_admin/entities/mnjRjQnL/dashboard
17207,WN6YJzK3,Akai7 GP,General Partnership,akai7,https://akai7.decilehub.com/firm_admin/entities/WN6YJzK3/dashboard
17206,yKvEg48x,Akai7 Management Company,Management Company,akai7,https://akai7.decilehub.com/firm_admin/entities/yKvEg48x/dashboard
17205,L8Zzr78O,whizzbangidea Fund,Fund,whizzbangidea,https://whizzbangidea.decilehub.com/firm_admin/entities/L8Zzr78O/dashboard
17204,GNM97EN1,whizzbangidea GP,General Partnership,whizzbangidea,https://whizzbangidea.decilehub.com/firm_admin/entities/GNM97EN1/dashboard
17203,zKqExPK5,whizzbangidea Management Company,Management Company,whizzbangidea,https://whizzbangidea.decilehub.com/firm_admin/entities/zKqExPK5/dashboard
17202,LnpyxY84,Fortiora Ventures Fund,Fund,fortiora,https://fortiora.decilehub.com/firm_admin/entities/LnpyxY84/dashboard
17201,RnewxaKq,Fortiora Ventures GP,General Partnership,fortiora,https://fortiora.decilehub.com/firm_admin/entities/RnewxaKq/dashboard
17200,7NawY28D,Fortiora Ventures Management Company,Management Company,fortiora,https://fortiora.decilehub.com/firm_admin/entities/7NawY28D/dashboard
17199,J8P9YBKA,GNOSISCORP Fund,Fund,gnosiscorp,https://gnosiscorp.decilehub.com/firm_admin/entities/J8P9YBKA/dashboard
17198,BKVZYYK3,GNOSISCORP GP,General Partnership,gnosiscorp,https://gnosiscorp.decilehub.com/firm_admin/entities/BKVZYYK3/dashboard
17197,oNDVYL8R,GNOSISCORP Management Company,Management Company,gnosiscorp,https://gnosiscorp.decilehub.com/firm_admin/entities/oNDVYL8R/dashboard
17136,3N931R8J,Koppa Capital Fund,Fund,koppacapital,https://koppacapital.decilehub.com/firm_admin/entities/3N931R8J/dashboard
17135,Wnw0Zw84,Koppa Capital GP,General Partnership,koppacapital,https://koppacapital.decilehub.com/firm_admin/entities/Wnw0Zw84/dashboard
17134,9KJ4JvnZ,Koppa Capital Management Company,Management Company,koppacapital,https://koppacapital.decilehub.com/firm_admin/entities/9KJ4JvnZ/dashboard
17133,6N0QjRny,Frontier Path VC Fund,Fund,frontierpathvc,https://frontierpathvc.decilehub.com/firm_admin/entities/6N0QjRny/dashboard
17132,6NQaMgNr,Frontier Path VC GP,General Partnership,frontierpathvc,https://frontierpathvc.decilehub.com/firm_admin/entities/6NQaMgNr/dashboard
17131,gNrLao81,Frontier Path VC Management Company,Management Company,frontierpathvc,https://frontierpathvc.decilehub.com/firm_admin/entities/gNrLao81/dashboard
17130,y8mEQz8W,"Lio VC Fund, a Series of Decile Start Fund, LP",Fund,lio,https://lio.decilehub.com/firm_admin/entities/y8mEQz8W/dashboard
17100,7Nawzp8D,GenHERationsFund Fund,Fund,genherations,https://genherations.decilehub.com/firm_admin/entities/7Nawzp8D/dashboard
17099,J8P96mKA,GenHERationsFund GP,General Partnership,genherations,https://genherations.decilehub.com/firm_admin/entities/J8P96mKA/dashboard
17098,BKVZEWK3,GenHERationsFund Management Company,Management Company,genherations,https://genherations.decilehub.com/firm_admin/entities/BKVZEWK3/dashboard
17097,oNDVrP8R,Dream Studio Fund,Fund,dreamstudio,https://dreamstudio.decilehub.com/firm_admin/entities/oNDVrP8R/dashboard
17096,mnjR09nL,Dream Studio GP,General Partnership,dreamstudio,https://dreamstudio.decilehub.com/firm_admin/entities/mnjR09nL/dashboard
17095,WN6Y1yK3,Dream Studio Management Company,Management Company,dreamstudio,https://dreamstudio.decilehub.com/firm_admin/entities/WN6Y1yK3/dashboard
17067,9nGlDo8m,Muzambiringa Capital Fund,Fund,muzambiringa,https://muzambiringa.decilehub.com/firm_admin/entities/9nGlDo8m/dashboard
17066,0ndwqxNA,Muzambiringa SL Limited GP,General Partnership,muzambiringa,https://muzambiringa.decilehub.com/firm_admin/entities/0ndwqxNA/dashboard
17065,p8BQMlnk,Muzambiringa SL Limited Management Company,Management Company,muzambiringa,https://muzambiringa.decilehub.com/firm_admin/entities/p8BQMlnk/dashboard
17064,g8gwvm8Z,Amandla Fund Fund,Fund,amandlafund,https://amandlafund.decilehub.com/firm_admin/entities/g8gwvm8Z/dashboard
17063,yN20GG8Q,Amandla Fund GP,General Partnership,amandlafund,https://amandlafund.decilehub.com/firm_admin/entities/yN20GG8Q/dashboard
17062,PN7OLpN0,Amandla Fund Management Company,Management Company,amandlafund,https://amandlafund.decilehub.com/firm_admin/entities/PN7OLpN0/dashboard
17031,gNrL1v81,Boost Start Capital Fund,Fund,bsc,https://bsc.decilehub.com/firm_admin/entities/gNrL1v81/dashboard
17030,y8mEo58W,Boost Start Capital GP,General Partnership,bsc,https://bsc.decilehub.com/firm_admin/entities/y8mEo58W/dashboard
17029,GNX6l78g,Boost Start Capital Management Company,Management Company,bsc,https://bsc.decilehub.com/firm_admin/entities/GNX6l78g/dashboard
17004,GNM9z4N1,Wizenwelt Fund,Fund,wizenwelt,https://wizenwelt.decilehub.com/firm_admin/entities/GNM9z4N1/dashboard
17003,zKqEldK5,Wizenwelt GP,General Partnership,wizenwelt,https://wizenwelt.decilehub.com/firm_admin/entities/zKqEldK5/dashboard
17002,Lnpykj84,Wizenwelt Management Company,Management Company,wizenwelt,https://wizenwelt.decilehub.com/firm_admin/entities/Lnpykj84/dashboard
17001,Rnew39Kq,Hotelie Ventures Fund,Fund,hotelieventures,https://hotelieventures.decilehub.com/firm_admin/entities/Rnew39Kq/dashboard
17000,7NawVX8D,Hotelie Ventures GP,General Partnership,hotelieventures,https://hotelieventures.decilehub.com/firm_admin/entities/7NawVX8D/dashboard
16999,J8P9OjKA,Hotelie Ventures Management Company,Management Company,hotelieventures,https://hotelieventures.decilehub.com/firm_admin/entities/J8P9OjKA/dashboard
16998,BKVZ0eK3,Measured Capital Fund,Fund,measuredcapital,https://measuredcapital.decilehub.com/firm_admin/entities/BKVZ0eK3/dashboard
16997,oNDV5X8R,Measured Capital GP,General Partnership,measuredcapital,https://measuredcapital.decilehub.com/firm_admin/entities/oNDV5X8R/dashboard
16996,mnjR2OnL,Measured Capital Management Company,Management Company,measuredcapital,https://measuredcapital.decilehub.com/firm_admin/entities/mnjR2OnL/dashboard
16965,p8BQVDnk,QoCo Ventures,Fund,qocoventuresfund,https://qocoventuresfund.decilehub.com/firm_admin/entities/p8BQVDnk/dashboard
16964,g8gw308Z,QoCo Ventures GP,General Partnership,qocoventuresfund,https://qocoventuresfund.decilehub.com/firm_admin/entities/g8gw308Z/dashboard
16963,yN20Ox8Q,QoCo Ventures Management Company,Management Company,qocoventuresfund,https://qocoventuresfund.decilehub.com/firm_admin/entities/yN20Ox8Q/dashboard
16938,l8yJejKZ,cid Fund,Fund,cid,https://cid.decilehub.com/firm_admin/entities/l8yJejKZ/dashboard
16937,g8bwVyKx,cid GP,General Partnership,cid,https://cid.decilehub.com/firm_admin/entities/g8bwVyKx/dashboard
16936,3N93028J,cid Management Company,Management Company,cid,https://cid.decilehub.com/firm_admin/entities/3N93028J/dashboard
16935,Wnw0rB84,EM300 Genesis Fund,Fund,em300genesis,https://em300genesis.decilehub.com/firm_admin/entities/Wnw0rB84/dashboard
16934,9KJ40YnZ,EM300 Genesis GP,General Partnership,em300genesis,https://em300genesis.decilehub.com/firm_admin/entities/9KJ40YnZ/dashboard
16933,6N0Qzjny,EM300 Genesis Management Company,Management Company,em300genesis,https://em300genesis.decilehub.com/firm_admin/entities/6N0Qzjny/dashboard
16932,6NQaWjNr,Catalyst Seven59 Ventures Fund,Fund,catalystseven59ventures,https://catalystseven59ventures.decilehub.com/firm_admin/entities/6NQaWjNr/dashboard
16931,gNrLl181,Catalyst Seven59 Ventures GP,General Partnership,catalystseven59ventures,https://catalystseven59ventures.decilehub.com/firm_admin/entities/gNrLl181/dashboard
16930,y8mEBd8W,Catalyst Seven59 Ventures Management Company,Management Company,catalystseven59ventures,https://catalystseven59ventures.decilehub.com/firm_admin/entities/y8mEBd8W/dashboard
16899,J8P90LKA,Greetings RE SPV I,Fund,greetings,https://greetings.decilehub.com/firm_admin/entities/J8P90LKA/dashboard
16898,BKVZJ7K3,Greetings GP,General Partnership,greetings,https://greetings.decilehub.com/firm_admin/entities/BKVZJ7K3/dashboard
16897,oNDV0A8R,Greetings Management Company,Management Company,greetings,https://greetings.decilehub.com/firm_admin/entities/oNDV0A8R/dashboard
16866,0ndw6RNA,Zuri VC Fund,Fund,zurivc,https://zurivc.decilehub.com/firm_admin/entities/0ndw6RNA/dashboard
16865,p8BQw4nk,Zuri VC GP,General Partnership,zurivc,https://zurivc.decilehub.com/firm_admin/entities/p8BQw4nk/dashboard
16864,g8gwV98Z,Zuri VC Management Company,Management Company,zurivc,https://zurivc.decilehub.com/firm_admin/entities/g8gwV98Z/dashboard
16839,08xL3O8W,NanostarVC Fund,Fund,nanostarvc,https://nanostarvc.decilehub.com/firm_admin/entities/08xL3O8W/dashboard
